"","lat"
"618",46.106058
"619",48.25
"620",48.9167
"621",48.9333
"622",48.9
"623",48.7833
"624",48.95
"625",48.1833
"626",48.78062
"627",48.4671
"628",53.9232
"629",50.7746
"630",41.6005
"631",39.9766
"632",43.9652
"633",45.0475
"634",46.766
"635",45.5436
"636",46.8616
"637",47.0882
"638",47.4424
"639",45.2291
"640",46.8618
"641",45.3821
"642",47.088245
"643",45.403229
"644",46.765975
"645",46.861847
"646",47.442406
"647",48.2
"648",46.224592
"649",53.8348
"650",51.6195
"651",45.840537
"652",45.881422
"653",48.832148
"654",45.047497
"655",46.2167
"656",52.4652
"657",50.5319
"658",50.1458
"659",50.061
"660",45.8508
"661",46.1944
"662",45.8941
"663",46.9295
"664",45.3602
"665",45.40875
"666",45.85076
"667",45.894072
"668",46.194377
"669",46.929532
"670",46.110809
"671",45.360159
"672",45.646026
"673",45.96667
"674",45.951844
"675",45.6047
"676",45.6386
"677",45.644
"678",45.642778
"679",45.6
"680",42.681
"681",41.893
"682",44.2287
"683",62.8451
"684",35.812
"685",47.4544
"686",46.0722
"687",48.3756
"688",45.9518
"689",46.783
"690",45.0867
"691",48.6896
"692",46.8997
"693",47.5644
"694",47.5654
"695",45.623
"696",46.0835
"697",45.9843
"698",46.5588
"699",45.4954
"700",46.139722
"701",45.495401
"702",48.375643
"703",47.454375
"704",45.951803
"705",45.08672
"706",46.899729
"707",46.083474
"708",45.622968
"709",48.689632
"710",46.072217
"711",46.558758
"712",47.565378
"713",46.782996
"714",47.564442
"715",45.984348
"716",45.22
"717",48.833333
"718",45.217
"719",45.0833
"720",49.017603
"721",46.0999
"722",50.9146
"723",43.5448
"724",46.8118
"725",45.4032
"726",46.8192
"727",47.3286
"728",46.8185
"729",49.2213
"730",46.818528
"731",45.600768
"732",46.048564
"733",48.811818
"734",46.09
"735",46.6
"736",46.1
"737",46.2
"738",46.25
"739",48.565
"740",44.2998
"741",43.2557
"742",37.6202
"743",39.2631
"744",46.0428
"745",46.8879
"746",46.7581
"747",46.0908
"748",46.926
"749",46.012
"750",46.6756
"751",46.439
"752",45.742
"753",46.758142
"754",46.887939
"755",46.090758
"756",46.861556
"757",46.813607
"758",46.042825
"759",46.926031
"760",45.518375
"761",46.566667
"762",48.4167
"763",45.43
"764",45.966667
"765",43.6615
"766",45.0918
"767",27.9506
"768",44.4082
"769",26.7775
"770",39.1902
"771",39.114
"772",46.8166
"773",45.8937
"774",46.7028
"775",45.6307
"776",47.3649
"777",45.5503
"778",46.6762
"779",46.8665
"780",46.866482
"781",45.893682
"782",45.52
"783",47.66198
"784",46.3167
"785",48.749259
"786",46.4
"787",44.9658
"788",45.1966
"789",44.9696
"790",43.313
"791",44.4043
"792",39.7329
"793",44.8167
"794",46.0159
"795",46.8033
"796",45.54
"797",45.5138
"798",45.2831
"799",45.7522
"800",45.5801
"801",46.8909
"802",46.871
"803",48.90787
"804",45.513765
"805",46.803283
"806",45.752173
"807",45.283132
"808",46.870954
"809",47.364876
"810",62.5
"811",45.483962
"812",48.234253
"813",45.7519
"814",48.9214
"815",45.42028
"816",45.75
"817",32.9143
"818",46.4055
"819",46.3924
"820",42.7777
"821",46.8133
"822",45.3947
"823",45.97478
"824",47.5608
"825",45.55033
"826",47.236151
"827",46.38333
"828",62.53333
"829",48.141787
"830",48.72944
"831",45.35
"832",46.99522
"833",45.53254
"834",60.036415
"835",45.994431
"836",62.533333
"837",46.45
"838",46.5
"839",51.4833
"840",47.70311
"841",44.41
"842",45.2431
"843",46.2338
"844",46.8063
"845",58.7839
"846",45.4617
"847",46.233843
"848",46.012017
"849",45.243056
"850",45.461712
"851",45.663665
"852",45.1
"853",58.783889
"854",58.7833
"855",51.9667
"856",54.1667
"857",60.8167
"858",45.7
"859",49.1751
"860",45.4947
"861",45.2429
"862",45.0555
"863",56.84
"864",45.055473
"865",56.8333
"866",49.9066
"867",46.9214
"868",45.3958
"869",45.5435
"870",46.6968
"871",46.921393
"872",46.69684
"873",45.543454
"874",45.39582
"875",46.806309
"876",48.279855
"877",46.1683
"878",45.894
"879",47.5888
"880",46.5322
"881",46.343
"882",46.532212
"883",46.342982
"884",47.588827
"885",46.937554
"886",46.3623
"887",46.5328
"888",45.356596
"889",45.4033
"890",45.3566
"891",46.8697
"892",46.4715
"893",45.5546
"894",48.0097
"895",46.7938
"896",46.8703
"897",47.1
"898",46.7146
"899",48.009723
"900",46.870282
"901",45.554592
"902",46.471499
"903",46.7829
"904",46.714636
"905",46.869704
"906",45.403276
"907",48.0167
"908",45.1838
"909",45.1165
"910",48.1604
"911",47.8911
"912",46.4374
"913",47.5588
"914",50.7335
"915",45.2256
"916",47.4972
"917",48.2038
"918",47.497206
"919",48.613056
"920",48.160374
"921",47.891143
"922",50.733527
"923",45.11654
"924",47.55882
"925",45.225589
"926",46.437406
"927",47.016388
"928",45.1167
"929",48.3333
"930",45.7477
"931",48.665864
"932",47.6
"933",48.2833
"934",55.2833
"935",47.5
"936",45.1072
"937",45.8735
"938",48.144
"939",46.8445
"940",48.143963
"941",46.844452
"942",46.121404
"943",45.873491
"944",58.102996
"945",54.783333
"946",45.37365
"947",48.739846
"948",54.783
"949",58.103
"950",54.78333
"951",58.129741
"952",58.1
"953",60.0167
"954",52.5
"955",45.69
"956",64.1388
"957",45.4308
"958",47.6664
"959",45.430841
"960",51.482611
"961",55.193441
"962",46.4667
"963",45.37728
"964",58.4628
"965",47.666418
"966",49.6935
"967",47.8444
"968",45.0126
"969",45.0146
"970",47.844387
"971",45.014624
"972",45.012615
"973",48.75
"974",46.040245
"975",49.219134
"976",47.523662
"977",48.739
"978",46.28333
"979",48.7333
"980",49.0833
"981",46.3328
"982",45.2665
"983",45.266486
"984",46.63
"985",46.6271
"986",46.626
"987",45.4243
"988",46.6182
"989",46.6251
"990",46.6333
"991",38.2975
"992",46.375
"993",45.9038
"994",45.4078
"995",45.4079
"996",46.375039
"997",45.903826
"998",45.407938
"999",45.407774
"1000",45.40328
"1001",45.446839
"1002",50.9719
"1003",45.8157
"1004",46.8711
"1005",46.5821
"1006",45.5925
"1007",45.3946
"1008",47.6588
"1009",46.6751
"1010",46.4671
"1011",46.3654
"1012",45.8206
"1013",46.5872
"1014",51.0544
"1015",45.71
"1016",50.971856
"1017",51.05439
"1018",46.871061
"1019",45.580134
"1020",45.394558
"1021",46.467082
"1022",45.815693
"1023",45.820619
"1024",46.365418
"1025",46.582051
"1026",47.658787
"1027",53.2342
"1028",45.430593
"1029",45.8167
"1030",45.430712
"1031",46.675112
"1032",46.75
"1033",46.4484
"1034",46.9006
"1035",70.5
"1036",45.8731
"1037",47.1225
"1038",47.1609
"1039",46.8122
"1040",46.7593
"1041",45.2634
"1042",46.756
"1043",46.8068
"1044",46.7289
"1045",48.9833
"1046",46.7563
"1047",47.122494
"1048",46.813268
"1049",46.806818
"1050",45.263398
"1051",47.160933
"1052",46.728889
"1053",46.759345
"1054",62.284178
"1055",45.873146
"1056",46.756041
"1057",46.812159
"1058",48.983333
"1059",46.756321
"1060",48.59
"1061",45.32992
"1062",45.474027
"1063",46.55398
"1064",45.320844
"1065",48.585906
"1066",48.9862
"1067",56.254
"1068",47.8996
"1069",45.5524
"1070",45.43333
"1071",60.0224
"1072",49.057867
"1073",46.224978
"1074",56.25
"1075",46.8667
"1076",62.2167
"1077",48.5833
"1078",49.0333
"1079",49.1167
"1080",39.2772
"1081",42.1148
"1082",67.8135
"1083",67.7549
"1084",67.8279
"1085",44.7116
"1086",44.3187
"1087",42.0698
"1088",45.4061
"1089",45.5522
"1090",46.76
"1091",45.384
"1092",45.4866
"1093",45.4926
"1094",45.8365
"1095",46.0694
"1096",45.3169
"1097",46.7193
"1098",45.384014
"1099",45.742012
"1100",45.492567
"1101",46.71925
"1102",45.316944
"1103",45.486564
"1104",45.406065
"1105",45.836456
"1106",46.069424
"1107",45.435
"1108",47.55
"1109",49.3246
"1110",26.4615
"1111",25.0768
"1112",49.8856
"1113",39.4648
"1114",43.5516
"1115",68.17
"1116",46.384
"1117",46.7494
"1118",46.9376
"1119",48.8053
"1120",46.3634
"1121",45.4752
"1122",46.383986
"1123",45.475213
"1124",48.805266
"1125",45.482
"1126",45.47
"1127",48.88
"1128",48.89
"1129",48.8928
"1130",45.533078
"1131",48.88333
"1132",47.75
"1133",45.949204
"1134",46.433333
"1135",47.15
"1136",45.779
"1137",51.35
"1138",50.4167
"1139",48.8833
"1140",50.45
"1141",51.0728
"1142",50.4046
"1143",45.495
"1144",46.1959
"1145",45.3826
"1146",45.3764
"1147",47.3109
"1148",47.6573
"1149",48.5706
"1150",45.3998
"1151",46.7351
"1152",47.2154
"1153",45.376441
"1154",47.657254
"1155",47.215381
"1156",48.570615
"1157",45.399813
"1158",45.382649
"1159",45.692982
"1160",45.366667
"1161",45.488248
"1162",47.6833
"1163",47.310875
"1164",47.6167
"1165",49.9897
"1166",49.9142
"1167",28.67
"1168",49.8533
"1169",39.8733
"1170",43.9943
"1171",33.4586
"1172",48.4666
"1173",48.4646
"1174",60.0234
"1175",48.1621
"1176",45.3288
"1177",48.464605
"1178",60.023415
"1179",45.328824
"1180",48.162118
"1181",45.883495
"1182",46.2601
"1183",47.2007
"1184",46.2483
"1185",48.1095
"1186",46.65
"1187",46.3704
"1188",46.6136
"1189",46.260125
"1190",48.109475
"1191",36.8529
"1192",47.6184
"1193",50.0038
"1194",45.0559
"1195",49.9098
"1196",48.05
"1197",49.2624
"1198",45.693
"1199",48.8475
"1200",46.7333
"1201",48.1203
"1202",49.8188
"1203",45.5703
"1204",45.570336
"1205",48.120274
"1206",47.397082
"1207",47.177205
"1208",49.818815
"1209",47.662449
"1210",49.2167
"1211",48.7167
"1212",48.1167
"1213",49.048461
"1214",47.2167
"1215",49.9014
"1216",47.369
"1217",46.6914
"1218",45.6667
"1219",46.9759
"1220",45.6572
"1221",46.691422
"1222",45.666742
"1223",46.975884
"1224",46.04787
"1225",46.6167
"1226",47.666667
"1227",45.491221
"1228",48.881683
"1229",54.8
"1230",49.8075
"1231",50.2541
"1232",45.4458
"1233",46.1118
"1234",45.7374
"1235",46.1435
"1236",47.4058
"1237",45.5536
"1238",47.2316
"1239",47.2484
"1240",46.111825
"1241",46.143549
"1242",47.231601
"1243",50.254142
"1244",45.445773
"1245",47.248436
"1246",45.737389
"1247",46.3918
"1248",45.7333
"1249",46.39
"1250",45.3333
"1251",37.3159
"1252",45.5569
"1253",45.6486
"1254",43.8971
"1255",45.9938
"1256",47.1229
"1257",46.7199
"1258",46.4122
"1259",46.7589
"1260",46.7834
"1261",49.0488
"1262",47.122899
"1263",46.735138
"1264",46.412214
"1265",45.99378
"1266",46.719864
"1267",47.661118
"1268",44.9197
"1269",42.5295
"1270",44.0098
"1271",68.3607
"1272",44.742
"1273",42.4771
"1274",50.4595
"1275",45.931
"1276",45.6704
"1277",45.5515
"1278",46.9083
"1279",45.3701
"1280",46.2671
"1281",46.6404
"1282",46.8554
"1283",46.7541
"1284",47.0673
"1285",47.6223
"1286",45.3075
"1287",45.9427
"1288",45.930979
"1289",45.551496
"1290",46.783424
"1291",47.067251
"1292",45.670359
"1293",46.363439
"1294",45.307531
"1295",45.665822
"1296",45.5012
"1297",46.7994
"1298",45.370123
"1299",45.942651
"1300",62.8333
"1301",63.7167
"1302",46.4219
"1303",46.4068
"1304",40.0581
"1305",63.7467
"1306",66.7484
"1307",43.4827
"1308",45.616
"1309",48.9591
"1310",45.2501
"1311",45.839
"1312",45.4309
"1313",45.5677
"1314",45.5254
"1315",49.9254
"1316",49.5394
"1317",49.5495
"1318",49.8379
"1319",48.2938
"1320",49.842
"1321",45.6658
"1322",45.52544
"1323",49.549519
"1324",48.959142
"1325",45.567668
"1326",48.293788
"1327",49.837879
"1328",45.615958
"1329",45.250091
"1330",49.925424
"1331",49.539436
"1332",45.430931
"1333",49.048835
"1334",48.9667
"1335",46.1667
"1336",47.66158
"1337",45.839031
"1338",47.7833
"1339",49.8167
"1340",47.8
"1341",37.6806
"1342",33.6891
"1343",41.0814
"1344",68.8289
"1345",45.8176
"1346",68.2224
"1347",46.256
"1348",42.9743
"1349",46.3242
"1350",45.8682
"1351",45.3664
"1352",46.741
"1353",46.7135
"1354",46.6952
"1355",46.5936
"1356",46.8712
"1357",48.92
"1358",45.9885
"1359",46.713546
"1360",45.868218
"1361",45.366389
"1362",46.324244
"1363",46.695242
"1364",46.741042
"1365",45.988456
"1366",45.441
"1367",45.384499
"1368",45.506144
"1369",45.467412
"1370",45.455
"1371",46.7167
"1372",45.951111
"1373",46.640423
"1374",46.59355
"1375",45.988464
"1376",53.2167
"1377",52.3833
"1378",45.64
"1379",66.1466
"1380",42.8473
"1381",50.424
"1382",38.4694
"1383",48.3358
"1384",46.6526
"1385",46.9711
"1386",46.7507
"1387",50.3035
"1388",47.0573
"1389",45.9328
"1390",50.3888
"1391",46.65264
"1392",45.932847
"1393",46.750738
"1394",50.388786
"1395",47.05732
"1396",48.495156
"1397",49.819379
"1398",45.333333
"1399",48.914947
"1400",46.971052
"1401",48.8667
"1402",48.335796
"1403",53.5167
"1404",53.3833
"1405",53.5333
"1406",53.5
"1407",53.4833
"1408",53.3333
"1409",48.87
"1410",45.0961
"1411",50.2851
"1412",40.8564
"1413",38.6715
"1414",32.1219
"1415",50.0941
"1416",43.002
"1417",46.815
"1418",48.7869
"1419",46.1288
"1420",47.1222
"1421",45.8876
"1422",45.4896
"1423",48.6906
"1424",55.2823
"1425",48.786938
"1426",46.128821
"1427",47.122229
"1428",45.489564
"1429",48.69063
"1430",45.426
"1431",48.71573
"1432",46.13847
"1433",47.93333
"1434",46.223686
"1435",47.81667
"1436",46.219838
"1437",45.161238
"1438",46.23333
"1439",47.235186
"1440",45.4671
"1441",45.421
"1442",54.796833
"1443",45.4934
"1444",45.887639
"1445",45.42
"1446",45.48
"1447",48.323175
"1448",45.4593
"1449",30.8774
"1450",30.8366
"1451",26.8201
"1452",25.4479
"1453",32.9691
"1454",25.5516
"1455",25.6623
"1456",25.7459
"1457",40.6252
"1458",35.5907
"1459",31.9355
"1460",33.1845
"1461",60.8836
"1462",25.8576
"1463",44.3306
"1464",29.1839
"1465",25.7794
"1466",28.1358
"1467",32.9245
"1468",29.1803
"1469",29.6516
"1470",30.5665
"1471",37.9485
"1472",28.4573
"1473",29.1386
"1474",34.2798
"1475",35.7223
"1476",44.9272
"1477",30.3027
"1478",27.6386
"1479",29.0803
"1480",32.5546
"1481",43.609
"1482",27.0035
"1483",42.7046
"1484",47.8484
"1485",45.6149
"1486",45.4677
"1487",46.2992
"1488",46.105
"1489",46.5471
"1490",50.2418
"1491",46.3775
"1492",45.2269
"1493",50.241814
"1494",46.377517
"1495",45.691035
"1496",48.9152
"1497",45.7667
"1498",43.7231
"1499",43.7413
"1500",50.5788
"1501",45.2604
"1502",48.5641
"1503",35.6654
"1504",50.6577
"1505",33.0024
"1506",48.7685
"1507",30.4365
"1508",29.3668
"1509",43.6455
"1510",44.505
"1511",45.8612
"1512",32.6381
"1513",50.9211
"1514",46.7763
"1515",50.7449
"1516",50.6872
"1517",63.9083
"1518",64
"1519",49.8812
"1520",45.7026
"1521",45.7533
"1522",45.7509
"1523",45.6072
"1524",45.6447
"1525",45.1355
"1526",46.1933
"1527",46.0557
"1528",46.1531
"1529",45.6786
"1530",45.1232
"1531",48.6517
"1532",46.1584
"1533",49.2222
"1534",48.4368
"1535",55.2746
"1536",45.8132
"1537",47.1117
"1538",48.4314
"1539",60.0371
"1540",45.630688
"1541",45.644726
"1542",45.750851
"1543",46.153149
"1544",55.27457
"1545",48.431371
"1546",60.037118
"1547",45.753285
"1548",46.158417
"1549",48.436807
"1550",45.813155
"1551",45.123164
"1552",46.255994
"1553",46.055672
"1554",45.678566
"1555",48.651707
"1556",47.11174
"1557",45.135455
"1558",46.193273
"1559",49.22221
"1560",45.31
"1561",48.447422
"1562",48.414195
"1563",46.287649
"1564",48.65
"1565",45.3082
"1566",48.613186
"1567",48.212886
"1568",48.492384
"1569",28.8032
"1570",32.6419
"1571",44.5376
"1572",44.4967
"1573",43.3126
"1574",48.3918
"1575",43.6086
"1576",44.5672
"1577",44.4856
"1578",50.993
"1579",41.9628
"1580",43.8893
"1581",44.3403
"1582",43.9203
"1583",25.2866
"1584",41.736
"1585",45.3839
"1586",46.1185
"1587",47.0678
"1588",46.2848
"1589",45.6529
"1590",46.2936
"1591",45.3298
"1592",48.9474
"1593",47.0831
"1594",45.852
"1595",47.0508
"1596",46.6501
"1597",48.6273
"1598",46.6616
"1599",56.1465
"1600",48.2025
"1601",48.82791
"1602",47.067824
"1603",45.383934
"1604",45.65285
"1605",46.284818
"1606",45.651896
"1607",45.32978
"1608",46.650053
"1609",47.49692
"1610",48.202524
"1611",56.211824
"1612",46.800538
"1613",48.62734
"1614",48.947409
"1615",46.118462
"1616",46.293621
"1617",48.433333
"1618",48.305773
"1619",48.924536
"1620",46.1333
"1621",45.6525
"1622",48.249848
"1623",48.233333
"1624",48.416667
"1625",48.41679
"1626",47.050765
"1627",46.855427
"1628",26.0813
"1629",30.8504
"1630",28.1229
"1631",36.8763
"1632",44.7536
"1633",33.9485
"1634",33.9502
"1635",25.1771
"1636",25.14
"1637",24.5523
"1638",26.5591
"1639",48.4905
"1640",44.5765
"1641",37.0004
"1642",44.4802
"1643",44.259
"1644",46.6818
"1645",46.8215
"1646",46.8141
"1647",49.6841
"1648",49.4234
"1649",43.0365
"1650",26.1224
"1651",47.8445
"1652",45.6536
"1653",47.3777
"1654",45.3013
"1655",48.4236
"1656",48.4281
"1657",45.4765
"1658",47.4969
"1659",46.3382
"1660",49.2991
"1661",47.377738
"1662",45.653644
"1663",45.476545
"1664",49.299133
"1665",47.458214
"1666",47.659554
"1667",46.871244
"1668",46.440909
"1669",47.458213
"1670",48.428053
"1671",48.423604
"1672",46.338223
"1673",45.570293
"1674",46.01827
"1675",45.540189
"1676",48.997823
"1677",48.998724
"1678",45.301296
"1679",47.683255
"1680",26.4251
"1681",29.4218
"1682",24.9242
"1683",26.2691
"1684",45.2023
"1685",27.2033
