"","lon"
"10537",-98.4731
"10538",-98.4793
"10539",-98.1347
"10540",-98.2504
"10541",-98.3803
"10542",-80.5051
"10543",-80.4354
"10544",-80.3889
"10545",-80.7023
"10546",-71.3758
"10547",-96.7404
"10548",-71.2499
"10549",-71.1978
"10550",-112.5308
"10551",-112.427
"10552",-112.5575
"10553",-112.0166
"10554",-112.4775
"10555",-81.8358
"10556",-65.1174
"10557",-87.8117
"10558",-90.1923
"10559",-60.4209
"10560",-71.4281
"10561",-80.8207
"10562",-117.1148
"10563",-117.6627
"10564",95
"10565",-90.0931
"10566",-75.9645
"10567",-89.9941
"10568",-125.1794
"10569",-84.7335
"10570",-98.5234
"10571",-98.5155
"10572",-73.2485
"10573",-70.347
"10574",-69.5031
"10575",-70.2904
"10576",-73.2409
"10577",-73.1968
"10578",-73.2462
"10579",-73.2799
"10580",-73.2072
"10581",-72.3649
"10582",-72.5501
"10583",-72.5642
"10584",-72.3144
"10585",-73.3995
"10586",-72.4814
"10587",-69.9442
"10588",-73.1802
"10589",-68.6719
"10590",-73.318
"10591",-73.4045
"10592",-73.3856
"10593",-73.2367
"10594",-73.1243
"10595",-73.1763
"10596",-78.0721
"10597",-78.0882
"10598",-78.076
"10599",-77.9632
"10600",-77.8743
"10601",-77.8848
"10602",-77.9118
"10603",-77.879
"10604",-78.1508
"10605",-78.1354
"10606",-78.0312
"10607",-78.0652
"10608",-78.055
"10609",-78.0454
"10610",-78.0443
"10611",-78.0002
"10612",-78.1052
"10613",-77.7606
"10614",-78.1874
"10615",-78.2635
"10616",-78.07
"10617",-78.3711
"10618",-78.1989
"10619",-78.3258
"10620",-79.2561
"10621",-79.0739
"10622",-78.8951
"10623",-78.0306
"10624",-78.0517
"10625",-78.086
"10626",-77.7296
"10627",-78.1337
"10628",-82.5154
"10629",-78.384
"10630",-78.3736
"10631",-82.5487
"10632",-82.5138
"10633",-77.2655
"10634",-79.0751
"10635",-96.887
"10636",-65.0817
"10637",-77.7305
"10638",-109.5266
"10639",-110.7106
"10640",-65.1517
"10641",-82.2276
"10642",-127.9165
"10643",-109.4901
"10644",-75.7592
"10645",-69.3175
"10646",-157.6975
"10647",-80.3794
"10648",-93.6372
"10649",-62.8393
"10650",-62.5966
"10651",-73.1542
"10652",-102.7247
"10653",-88.028
"10654",-88.5897
"10655",-87.1164
"10656",-87.8871
"10657",-78.5615
"10658",-72.5696
"10659",-72.5761
"10660",-59.9475
"10661",-67.5326
"10662",-72.4877
"10663",-113.2424
"10664",-78.1452
"10665",-80.7161
"10666",-75.8936
"10667",-79.9281
"10668",-80.0265
"10669",-75.1415
"10670",-78.4519
"10671",-73.1086
"10672",-73.2979
"10673",-65.06
"10674",-78.6582
"10675",-83.3069
"10676",-65.8701
"10677",-114.5872
"10678",-65.8697
"10679",-110.1122
"10680",-57.9818
"10681",-164.9644
"10682",-93.6943
"10683",-70.5049
"10684",-62.5934
"10685",-72.0257
"10686",-72.129
"10687",-72.6065
"10688",-72.5213
"10689",-73.3235
"10690",-72.5754
"10691",-72.6815
"10692",-72.3105
"10693",-71.7011
"10694",-150.057
"10695",-73.3852
"10696",-73.1174
"10697",-73.0745
"10698",-73.1793
"10699",-73.3395
"10700",-73.3279
"10701",-73.0597
"10702",-73.341
"10703",-78.8201
"10704",-83.4284
"10705",-78.7583
"10706",-95.4368
"10707",-82.632
"10708",-111.6167
"10709",-81.854
"10710",-82.5127
"10711",-70.547
"10712",-78.2963
"10713",-82.4448
"10714",-78.2617
"10715",-75.7957
"10716",-78.2746
"10717",-70.5861
"10718",-68.3715
"10719",-113.402
"10720",52.72
"10721",-81.258
"10722",-76.1921
"10723",-70.8646
"10724",-70.5509
"10725",-76.2048
"10726",-75.3869
"10727",-93.8501
"10728",-84.5779
"10729",-84.4447
"10730",-68.6053
"10731",-84.3799
"10732",-82.6936
"10733",-82.8001
"10734",-84.5584
"10735",-83.8658
"10736",-61.2774
"10737",-66.7313
"10738",-63.0833
"10739",-70.5064
"10740",-83.3675
"10741",-70.5889
"10742",-108.49
"10743",-70.1031
"10744",-73.258
"10745",-73.294
"10746",-73.3451
"10747",-72.5993
"10748",-72.5683
"10749",-73.052
"10750",-73.3216
"10751",-73.3715
"10752",-73.3413
"10753",-73.1856
"10754",-72.7971
"10755",-73.3282
"10756",-73.3281
"10757",-73.2349
"10758",-72.5257
"10759",-73.3423
"10760",-72.4786
"10761",-73.3088
"10762",-73.3421
"10763",-73.3688
"10764",-79.0558
"10765",-73.2154
"10766",-73.1982
"10767",-73.0377
"10768",-82.9176
"10769",-72.575
"10770",-73.187
"10771",-72.4554
"10772",-73.1873
"10773",-73.3851
"10774",-73.2444
"10775",-72.5643
"10776",-73.328
"10777",-73.3436
"10778",-73.1538
"10779",-73.3417
"10780",-73.4095
"10781",-73.0174
"10782",-73.0164
"10783",-73.3072
"10784",-73.1463
"10785",-78.9503
"10786",-77.7249
"10787",-115.5335
"10788",-118.0978
"10789",-72.5912
"10790",-82.4613
"10791",-77.728
"10792",-82.6635
"10793",-73.2132
"10794",-73.439
"10795",-113.7221
"10796",-113.0743
"10797",-75.9587
"10798",-103.2838
"10799",-79.144
"10800",-79.021
"10801",-95.2924
"10802",-82.1398
"10803",-78.3676
"10804",-77.9197
"10805",-77.8619
"10806",-77.6823
"10807",-75.0114
"10808",-134.3408
"10809",-134.5444
"10810",-134.3995
"10811",-134.5722
"10812",-78.3074
"10813",-78.6023
"10814",-149.5767
"10815",-76.3593
"10816",-66.9234
"10817",-70.8165
"10818",-75.5467
"10819",-64.2823
"10820",-75.5898
"10821",-76.5876
"10822",-77.5244
"10823",-63.887
"10824",-76.1457
"10825",-77.419
"10826",-119.6465
"10827",-77.296
"10828",-123.5318
"10829",-149.5558
"10830",-123.8054
"10831",-81.7489
"10832",-82.1115
"10833",-76.074
"10834",-81.2216
"10835",-80.9125
"10836",-80.1582
"10837",-67.0686
"10838",-79.3392
"10839",-67.0468
"10840",-65.0141
"10841",-79.4542
"10842",-80.852
"10843",-80.8665
"10844",-79.9439
"10845",-94.4947
"10846",-121.7359
"10847",-84.1493
"10848",-97.0475
"10849",-96.8352
"10850",-109.4827
"10851",-64.8039
"10852",-106.1607
"10853",-79.3498
"10854",-119.5396
"10855",-68.3383
"10856",-64.8806
"10857",-60.7842
"10858",-75.6837
"10859",-123.0936
"10860",-65.4747
"10861",-66.7834
"10862",-64.622
"10863",-115.0114
"10864",-57.9548
"10865",-66.0109
"10866",-65.004
"10867",-78.039
"10868",-113.0634
"10869",-66.5834
"10870",-65.4736
"10871",-115.0118
"10872",-65.4742
"10873",-65.4556
"10874",-67.917
"10875",-78.2887
"10876",-63.5306
"10877",-77.8449
"10878",-123.5972
"10879",-78.8801
"10880",-93.1719
"10881",-64.8588
"10882",-64.5273
"10883",-73.1175
"10884",-79.6091
"10885",-78.5299
"10886",-93.2488
"10887",-109.4892
"10888",-82.5342
"10889",-124.4987
"10890",-82.5334
"10891",-81.295
"10892",-79.4069
"10893",-61.5592
"10894",-61.5211
"10895",-113.6132
"10896",-75.6452
"10897",-112.6917
"10898",-72.3916
"10899",-73.2978
"10900",-66.8014
"10901",-106.4119
"10902",-65.4526
"10903",-65.5023
"10904",-79.3613
"10905",-68.292
"10906",-67.7403
"10907",-79.8967
"10908",-65.5608
"10909",-65.0004
"10910",-78.5592
"10911",-64.5833
"10912",-64.5542
"10913",-114.7151
"10914",-76.0819
"10915",-63.1477
"10916",-61.2267
"10917",-76.1503
"10918",-80.9516
"10919",-93.1709
"10920",-75.0813
"10921",-79.661
"10922",-64.3696
"10923",-75.6575
"10924",-65.4523
"10925",-68.3746
"10926",-106.5877
"10927",-61.1844
"10928",-65.456
"10929",-93.7138
"10930",-72.7403
"10931",-122.0503
"10932",-122.8231
"10933",-122.7572
"10934",-117.5266
"10935",-92.7745
"10936",-119.5407
"10937",-75.8468
"10938",-77.4789
"10939",-75.7011
"10940",-64.4808
"10941",-62.4403
"10942",-61.2773
"10943",-65.6965
"10944",-123.6539
"10945",-65.8068
"10946",-65.6799
"10947",-117.5346
"10948",-123.6846
"10949",-65.3498
"10950",-117.3184
"10951",-122.6528
"10952",-123.0274
"10953",-123.0437
"10954",-79.2872
"10955",-70.5587
"10956",-76.294
"10957",-76.3224
"10958",-76.2872
"10959",-70.2736
"10960",-72.0033
"10961",-76.6375
"10962",-70.863
"10963",-81.565
"10964",-81.3977
"10965",-70.2387
"10966",-79.1817
"10967",-79.5358
"10968",-70.7191
"10969",-80.7033
"10970",-75.5918
"10971",-65.908
"10972",-79.4063
"10973",-66.1517
"10974",-72.0113
"10975",-74.2172
"10976",-76.6882
"10977",-76.6774
"10978",-73.828
"10979",-73.9274
"10980",-73.4436
"10981",-74.1702
"10982",-74.3119
"10983",-73.5662
"10984",-72.6244
"10985",-80.5173
"10986",-87.8099
"10987",-87.8044
"10988",-66.2821
"10989",-73.1356
"10990",-65.4512
"10991",-65.5607
"10992",-73.0884
"10993",-66.4776
"10994",-79.4766
"10995",-82.6947
"10996",-70.6811
"10997",-81.0246
"10998",-72.0132
"10999",-74.2421
"11000",-78.753
"11001",-78.4196
"11002",-78.4527
"11003",-105.2897
"11004",-109.5081
"11005",-66.5194
"11006",-105.2759
"11007",-71.3624
"11008",-80.2345
"11009",-121.9431
"11010",-112.5345
"11011",-112.5376
"11012",-79.8878
"11013",-80.6919
"11014",-77.1014
"11015",-79.8698
"11016",-81.3713
"11017",-78.9774
"11018",-70.7814
"11019",-76.8089
"11020",-80.8766
"11021",-79.172
"11022",-79.0986
"11023",-79.0691
"11024",-85.3311
"11025",-79.0654
"11026",-78.9882
"11027",-75.8874
"11028",-81.2684
"11029",-75.8466
"11030",-72.8996
"11031",-72.5714
"11032",-76.0573
"11033",-73.899
"11034",-71.5588
"11035",-123.3325
"11036",-105.5498
"11037",-81.6951
"11038",-77.8665
"11039",-76.875
"11040",-82.6382
"11041",-95.9678
"11042",-98.2387
"11043",-80.193
"11044",-81.0912
"11045",-73.2317
"11046",-112.5808
"11047",-76.6871
"11048",-78.3751
"11049",-81.8776
"11050",-97.9882
"11051",-98.1502
"11052",-76.6968
"11053",-81.9303
"11054",-79.913
"11055",-73.3997
"11056",-97.8941
"11057",-77.7012
"11058",-77.8811
"11059",-65.3753
"11060",-78.5339
"11061",-78.5521
"11062",-64.9673
"11063",-64.2733
"11064",-119.2578
"11065",-76.7976
"11066",-81.4057
"11067",-84.2888
"11068",-77.3483
"11069",-77.2278
"11070",-79.5235
"11071",-76.7252
"11072",-76.794
"11073",-76.8421
"11074",-76.5916
"11075",-75.8573
"11076",-65.1544
"11077",-65.4231
"11078",-65.4757
"11079",-75.2255
"11080",-70.1301
"11081",-66.4324
"11082",-64.9609
"11083",-112.5274
"11084",-62.6667
"11085",-78.6159
"11086",-72.8086
"11087",-73.0206
"11088",-79.3769
"11089",-66.2043
"11090",-71.7037
"11091",-65.6
"11092",-65.3108
"11093",-65.7338
"11094",-65.874
"11095",-65.5611
"11096",-93.3715
"11097",-73.3062
"11098",-75.8604
"11099",-78.9425
"11100",-113.4352
"11101",-113.9574
"11102",-75.8688
"11103",-66.1355
"11104",-75.8352
"11105",-62.56
"11106",-76.0508
"11107",-83.8661
"11108",-78.6205
"11109",-65.7107
"11110",-75.9518
"11111",-78.7837
"11112",-113.351
"11113",-73.1383
"11114",-78.3472
"11115",-80.7786
"11116",-70.427
"11117",-72.6652
"11118",-66.5064
"11119",-66.1271
"11120",-66.4359
"11121",-65.2879
"11122",-65.3052
"11123",-65.5511
"11124",-65.2974
"11125",-65.3039
"11126",-65.7397
"11127",-122.5879
"11128",-75.6999
"11129",-122.6015
"11130",-122.7808
"11131",-120.9508
"11132",-71.4343
"11133",-80.7891
"11134",-119.5689
"11135",-122.7971
"11136",-75.8539
"11137",-73.1618
"11138",-71.6428
"11139",-75.8236
"11140",-72.3195
"11141",-75.8198
"11142",-71.469
"11143",-113.4396
"11144",-79.2964
"11145",-113.5366
"11146",-75.705
"11147",-78.646
"11148",-75.6843
"11149",-73.0937
"11150",-75.689
"11151",-79.3848
"11152",-84.6278
"11153",-80.0315
"11154",-70.1075
"11155",-113.44
"11156",-71.1524
"11157",-76.0237
"11158",-81.6034
"11159",-75.8068
"11160",-79.0894
"11161",-91.4498
"11162",-75.8555
"11163",-113.4377
"11164",-75.8735
"11165",-77.7837
"11166",-80.2155
"11167",-79.0826
"11168",-64.7443
"11169",-64.2944
"11170",-63.5257
"11171",-73.0486
"11172",-68.3439
"11173",-79.3162
"11174",-81.5657
"11175",-81.3702
"11176",-81.3953
"11177",-81.5648
"11178",-81.3618
"11179",-81.5817
"11180",-81.3765
"11181",-81.6032
"11182",-81.5656
"11183",-120.3469
"11184",-81.8555
"11185",-78.5196
"11186",-84.3187
"11187",-122.7705
"11188",-79.4603
"11189",-79.4673
"11190",-64.5972
"11191",-66.22
"11192",-64.4283
"11193",-65.2525
"11194",-65.468
"11195",-76.6251
"11196",-74.24
"11197",-70.8261
"11198",-76.2499
"11199",-73.943
"11200",-74.0446
"11201",-72.0817
"11202",-74.2711
"11203",-75.8421
"11204",-74.2543
"11205",-74.2831
"11206",-74.2704
"11207",-74.2408
"11208",-74.2325
"11209",-74.2568
"11210",-74.2518
"11211",-75.7684
"11212",-68.252
"11213",-70.0517
"11214",-68.2481
"11215",-68.4701
"11216",-66.413
"11217",-64.2073
"11218",-64.2028
"11219",-68.4748
"11220",-76.0526
"11221",-65.8469
"11222",-68.424
"11223",-76.6729
"11224",-73.4463
"11225",-65.4672
"11226",-66.1004
"11227",-73.1829
"11228",-74.1105
"11229",-75.9042
"11230",-65.927
"11231",-68.3895
"11232",-66.1461
"11233",-66.1285
"11234",-74.2859
"11235",-73.7709
"11236",-73.9482
"11237",-73.1331
"11238",-73.8914
"11239",-73.5576
"11240",-72.488
"11241",-75.8634
"11242",-68.4659
"11243",-73.7406
"11244",-73.7938
"11245",-74.1773
"11246",-72.012
"11247",-74.188
"11248",-72.0115
"11249",-75.7058
"11250",-76.7392
"11251",-80.9182
"11252",-80.7434
"11253",-80.7381
"11254",-80.7447
"11255",-80.0519
"11256",-112.4661
"11257",-111.6862
"11258",-119.7658
"11259",-79.9862
"11260",-93.7767
"11261",-106.4796
"11262",-115.8651
"11263",-80.8457
"11264",-81.0619
"11265",-79.9331
"11266",111.7201
"11267",-104.1059
"11268",-110.28
"11269",-80.7159
"11270",-73.5604
"11271",-74.2671
"11272",-74.2534
"11273",-74.2765
"11274",-76.0986
"11275",-74.0458
"11276",-72.6592
"11277",-72.9969
"11278",-76.0165
"11279",-76.0955
"11280",-73.5557
"11281",-74.2298
"11282",-74.3004
"11283",-74.2604
"11284",-71.8421
"11285",-73.6049
"11286",-75.8649
"11287",-75.7876
"11288",-73.5666
"11289",-74.3069
"11290",-73.5622
"11291",-68.8481
"11292",-69.129
"11293",-74.1513
"11294",-74.149
"11295",-63.6091
"11296",-69.4977
"11297",-73.4326
"11298",-72.7907
"11299",-74.2441
"11300",-72.1826
"11301",-74.0824
"11302",-73.7293
"11303",-72.6849
"11304",-71.9941
"11305",-73.8845
"11306",-71.7624
"11307",-72.6716
"11308",-73.4086
"11309",-73.44
"11310",-73.9439
"11311",-72.4622
"11312",-71.9626
"11313",-73.5455
"11314",-71.4231
"11315",-74.2101
"11316",-73.2049
"11317",-71.5526
"11318",-71.2012
"11319",-73.8956
"11320",-73.2758
"11321",-73.4568
"11322",-73.5801
"11323",-73.9325
"11324",-73.7156
"11325",-72.7061
"11326",-75.9059
"11327",-74.4118
"11328",-73.7289
"11329",-74.3058
"11330",-76.0924
"11331",-72.0127
"11332",-75.8789
"11333",-73.5213
"11334",-73.8247
"11335",-73.4428
"11336",-70.7717
"11337",-72.6672
"11338",-74.2448
"11339",-63.4459
"11340",-72.2303
"11341",-73.9277
"11342",-71.4559
"11343",-73.9008
"11344",-73.1363
"11345",-71.1329
"11346",-73.2068
"11347",-72.595
"11348",-73.9604
"11349",-72.4526
"11350",-72.1426
"11351",-73.881
"11352",-69.1613
"11353",-73.835
"11354",-71.4087
"11355",-79.3756
"11356",-73.4597
"11357",-73.8581
"11358",-69.8578
"11359",-69.4989
"11360",-73.2552
"11361",-73.7916
"11362",-73.5483
"11363",-73.8676
"11364",-74.3166
"11365",-74.6229
"11366",-73.4068
"11367",-72.334
"11368",-73.4662
"11369",-73.2806
"11370",-75.0988
"11371",-77.2242
"11372",-75.8493
"11373",-73.9351
"11374",-71.0834
"11375",-73.8279
"11376",-76.6886
"11377",-75.914
"11378",-72.6705
"11379",-68.244
"11380",-71.315
"11381",-73.5078
"11382",-80.9605
"11383",-80.0562
"11384",-82.6707
"11385",-82.6854
"11386",-82.6739
"11387",-73.459246
"11388",-72.623302
"11389",-75.809416
"11390",-75.78274
"11391",-74.076892
"11392",-74.153767
"11393",-72.582318
"11394",-75.425373
"11395",-72.9698
"11396",-63.7979
"11397",-64.376
"11398",-64.37
"11399",-75.816961
"11400",-73.589251
"11401",-72.74651
"11402",-65.943291
"11403",-72.488008
"11404",-74.270362
"11405",-72.013192
"11406",-74.283105
"11407",-74.240783
"11408",-73.566631
"11409",-76.62509
"11410",-74.22977
"11411",-74.239978
"11412",-74.25679
"11413",-72.491538
"11414",-74.27106
"11415",-73.562232
"11416",-74.217238
"11417",-74.242129
"11418",-75.768414
"11419",-75.863385
"11420",-69.129045
"11421",-76.052599
"11422",-74.311947
"11423",-76.016507
"11424",-74.15132
"11425",-74.148971
"11426",-63.609123
"11427",-72.230301
"11428",-73.927367
"11429",-73.94305
"11430",-73.204021
"11431",-73.44635
"11432",-72.671552
"11433",-72.684946
"11434",-69.497709
"11435",-68.248057
"11436",-66.146064
"11437",-65.846901
"11438",-70.051682
"11439",-72.462248
"11440",-71.552579
"11441",-76.095514
"11442",-71.201163
"11443",-76.057266
"11444",-76.688154
"11445",-76.687081
"11446",-72.011304
"11447",-72.899581
"11448",-71.408692
"11449",-73.834991
"11450",-73.85812
"11451",-75.846562
"11452",-73.898989
"11453",-73.932452
"11454",-74.170246
"11455",-73.715639
"11456",-73.56618
"11457",-71.842067
"11458",-68.465874
"11459",-74.306921
"11460",-68.423967
"11461",-68.474779
"11462",-73.204945
"11463",-73.557592
"11464",-68.804928
"11465",-75.91397
"11466",-72.01022
"11467",-75.098848
"11468",-73.521258
"11469",-75.816981
"11470",-74.253397
"11471",-75.78764
"11472",-73.561567
"11473",-74.251807
"11474",-74.285892
"11475",-74.232452
"11476",-73.900791
"11477",-72.64705
"11478",-66.128511
"11479",-64.428291
"11480",-71.13287
"11481",-71.962563
"11482",-76.672897
"11483",-76.677446
"11484",-73.827983
"11485",-72.081728
"11486",-76.092381
"11487",-72.011991
"11488",-75.904198
"11489",-73.740578
"11490",-70.810704
"11491",-73.18287
"11492",-73.728948
"11493",-72.670467
"11494",-71.55878
"11495",-73.170263
"11496",-74.267125
"11497",-72.01345
"11498",-74.254253
"11499",-74.045792
"11500",-74.177263
"11501",-75.842121
"11502",-68.848057
"11503",-74.244795
"11504",-68.389506
"11505",-66.151729
"11506",-65.926981
"11507",-65.468023
"11508",-74.149003
"11509",-73.459733
"11510",-75.805374
"11511",-69.161328
"11512",-69.857769
"11513",-73.255162
"11514",-73.580117
"11515",-75.905914
"11516",-73.548295
"11517",-72.996887
"11518",-75.808754
"11519",-72.571435
"11520",-73.231692
"11521",-77.388288
"11522",-78.663491
"11523",-78.715657
"11524",-75.872912
"11525",-74.300355
"11526",-76.249934
"11527",-70.771716
"11528",-63.445873
"11529",-72.667233
"11530",-71.994095
"11531",-73.729291
"11532",-74.04459
"11533",-73.960444
"11534",-71.31496
"11535",-66.41304
"11536",-64.202814
"11537",-65.467229
"11538",-72.452602
"11539",-76.688604
"11540",-73.895585
"11541",-73.456843
"11542",-74.115057
"11543",-73.950348
"11544",-72.012688
"11545",-72.011518
"11546",-68.24398
"11547",-75.809269
"11548",-74.187992
"11549",-71.083421
"11550",-73.524788
"11551",-77.224165
"11552",-73.252436
"11553",-76.0925
"11554",-75.705779
"11555",-73.604917
"11556",-73.466198
"11557",-73.13633
"11558",-68.251963
"11559",-64.597206
"11560",-74.210129
"11561",-79.375637
"11562",-73.791625
"11563",-72.624376
"11564",-73.280647
"11565",-72.790741
"11566",-64.207342
"11567",-73.13309
"11568",-73.82791
"11569",-75.878921
"11570",-73.555655
"11571",-74.411768
"11572",-72.2827188
"11573",-74.260433
"11574",-74.276459
"11575",-74.62288
"11576",-73.884494
"11577",-73.93507
"11578",-71.762443
"11579",-66.100445
"11580",-73.275772
"11581",-69.498932
"11582",-72.624446
"11583",-74.305816
"11584",-74.110546
"11585",-75.849257
"11586",-75.864887
"11587",-73.40679
"11588",-73.927656
"11589",-72.182649
"11590",-74.082431
"11591",-73.943919
"11592",-73.439977
"11593",-73.94819
"11594",-73.79375
"11595",-72.706093
"11596",-74.316587
"11597",-70.826122
"11598",-76.235731
"11599",-71.529163
"11600",-71.144829
"11601",-64.38
"11602",-75.909605
"11603",-73.170919
"11604",-73.459804
"11605",-70.60078
"11606",-73.459866
"11607",-65.98
"11608",-61.822783
"11609",-73.457823
"11610",-76.233
"11611",-73.459589
"11612",-74.013833
"11613",-72.80971
"11614",-72.678402
"11615",-75.80292
"11616",-79.307986
"11617",-74.15514
"11618",-73.005472
"11619",-76.13
"11620",-74.154825
"11621",-72.691118
"11622",-72.220664
"11623",-67.666667
"11624",-72.745685
"11625",-69.405735
"11626",-72.366667
"11627",-76.066667
"11628",-81.6336
"11629",-65.6583
"11630",-113.244
"11631",-79.051
"11632",-69.469612
"11633",-74.152565
"11634",-70.574224
"11635",-72.746502
"11636",-71.252022
"11637",-72.516627
"11638",-73.45897
"11639",-71.86052
"11640",-71.465956
"11641",-72.660875
"11642",-73.562966
"11643",-71.245996
"11644",-79.4335
"11645",-75.90972
"11646",-73.006476
"11647",-72.721035
"11648",-72.551129
"11649",-70.897865
"11650",-68.834777
"11651",-71.925361
"11652",-71.794283
"11653",-72.661834
"11654",-73.838143
"11655",-75.803379
"11656",-73.012374
"11657",-72.809846
"11658",-76.077375
"11659",-79.307671
"11660",-73.250293
"11661",-75.803369
"11662",-73.460019
"11663",-79.307827
"11664",-71.999651
"11665",-72.665397
"11666",-72.684222
"11667",-79.003333
"11668",-75.909545
"11669",-73.4596
"11670",-71.466299
"11671",-72.519983
"11672",-70.49195
"11673",-73.459693
"11674",-73.458648
"11675",-70.616988
"11676",-71.222416
"11677",-73.46004
"11678",-71.252226
"11679",-73.623562
"11680",-71.296412
"11681",-72.624332
"11682",-70.386601
"11683",-72.362984
"11684",-75.910033
"11685",-71.530545
"11686",-71.473406
"11687",-75.907375
"11688",-72.743304
"11689",-73.311414
"11690",-79.433512
"11691",-75.913216
"11692",-72.729782
"11693",-75.803531
"11694",-73.459903
"11695",-74.346884
"11696",-71.743693
"11697",-74.154931
"11698",-79.307349
"11699",-75.80334
"11700",-71.47332
"11701",-75.803384
"11702",-73.257261
"11703",-72.008965
"11704",-70.1303
"11705",-72.220576
"11706",-71.473488
"11707",-72.811497
"11708",-71.260833
"11709",-71.529316
"11710",-71.742277
"11711",-75.908989
"11712",-73.459723
"11713",-72.729659
"11714",-69.40574
"11715",-75.909407
"11716",-72.07919
"11717",-71.892911
"11718",-74.152908
"11719",-72.333984
"11720",-73.442831
"11721",-74.244146
"11722",-73.206768
"11723",-72.142645
"11724",-73.545489
"11725",-73.8799
"11726",-73.867618
"11727",-67.818157
"11728",-73.560406
"11729",-71.455926
"11730",-75.781953
"11731",-73.40863
"11732",-72.594995
"11733",-71.423149
"11734",-69.957005
"11735",-71.465831
"11736",-72.517143
"11737",-76.166228
"11738",-73.518942
"11739",-72.96612
"11740",-67.544668
"11741",-71.22245
"11742",-72.683776
"11743",-72.72975
"11744",-72.747252
"11745",-70.833382
"11746",-79.441205
"11747",-73.460221
"11748",-72.662292
"11749",-74.152186
"11750",-71.541671
"11751",-73.459179
"11752",-73.258519
"11753",-71.017016
"11754",-75.805535
"11755",-73.459088
"11756",-73.457396
"11757",-73.457561
"11758",-71.527289
"11759",-73.259716
"11760",-73.707831
"11761",-73.459961
"11762",-74.15308
"11763",-71.222451
"11764",-113.9475
"11765",-79.8921
"11766",-71.5489
"11767",-64.9555
"11768",-105.8752
"11769",-83.0672
"11770",-65.6095
"11771",-65.6587
"11772",-65.7006
"11773",-64.7511
"11774",-72.2061
"11775",-64.8168
"11776",-64.8613
"11777",-65.2064
"11778",-65.6211
"11779",-65.6986
"11780",-64.5879
"11781",-98.2619
"11782",-99.1222
"11783",-99.1492
"11784",-99.1163
"11785",-105.4931
"11786",-99.1165
"11787",-99.018
"11788",-82.3477
"11789",-80.7334
"11790",-79.9949
"11791",-77.2226
"11792",-79.8564
"11793",-83.804
"11794",-77.2235
"11795",-122.5699
"11796",-122.1579
"11797",-123.1226
"11798",-80.1309
"11799",-73.2964
"11800",-80.6739
"11801",-81.5501
"11802",-81.02
"11803",-81.6091
"11804",-79.3958
"11805",-73.0856
"11806",-75.7946
"11807",-79.6891
"11808",-72.5903
"11809",-65.5466
"11810",-78.5332
"11811",-65.5805
"11812",-79.3064
"11813",-77.3751
"11814",-76.0549
"11815",-65.7024
"11816",-79.078
"11817",-66.6597
"11818",-65.1021
"11819",-75.8937
"11820",-73.2005
"11821",-64.3012
"11822",-78.9476
"11823",-65.2361
"11824",-72.5078
"11825",-65.2121
"11826",-66.1095
"11827",-78.9749
"11828",-62.7001
"11829",-75.8541
"11830",-64.5253
"11831",-64.7887
"11832",-65.4301
"11833",-66.051
"11834",-78.9254
"11835",-62.7147
"11836",-73.0802
"11837",-64.8736
"11838",-76.0789
"11839",-76.9325
"11840",-72.2942
"11841",-75.6426
"11842",-78.8068
"11843",-77.5016
"11844",-79.0704
"11845",-76.9614
"11846",-78.4947
"11847",-109.5088
"11848",-64.1652
"11849",-67.3832
"11850",-64.385
"11851",-78.1756
"11852",-67.0125
"11853",-78.9825
"11854",-109.917
"11855",-71.8219
"11856",-109.1224
"11857",-73.3528
"11858",-97.0451
"11859",-73.1292
"11860",-82.6041
"11861",-80.7405
"11862",-79.6624
"11863",-72.9561
"11864",-72.9523
"11865",-79.1809
"11866",-76.823
"11867",-73.0081
"11868",-75.5677
"11869",-73.3419
"11870",-73.2092
"11871",-65.2494
"11872",-72.5134
"11873",-73.178
"11874",-73.2066
"11875",-65.3987
"11876",-64.3849
"11877",-64.9441
"11878",-64.7509
"11879",-113.8292
"11880",-65.5489
"11881",-109.3966
"11882",-113.2572
"11883",-110.6045
"11884",-97.8832
"11885",-117.2646
"11886",-70.9229
"11887",-113.4029
"11888",-113.7574
"11889",-97.8851
"11890",-120.7401
"11891",-82.9824
"11892",-149.5027
"11893",-149.8873
"11894",-79.1081
"11895",-82.4912
"11896",-73.0047
"11897",-70.6327
"11898",-75.8823
"11899",-72.5661
"11900",-79.1018
"11901",-65.7759
"11902",-79.0283
"11903",-80.5333
"11904",-78.177
"11905",-79.1276
"11906",-79.0693
"11907",-77.7504
"11908",-78.6835
"11909",-73.2528
"11910",-78.7972
"11911",-65.0133
"11912",-65.3488
"11913",-65.4547
"11914",-65.0108
"11915",-65.5902
"11916",-77.6937
"11917",-79.3993
"11918",-97.0483
"11919",-75.9337
"11920",-65.6008
"11921",-81.5049
"11922",-65.3878
"11923",-65.5496
"11924",-65.4409
"11925",-81.4827
"11926",-65.5915
"11927",-119.1504
"11928",-65.592
"11929",-65.4408
"11930",-65.6406
"11931",-65.4082
"11932",-73.2408
"11933",-72.701
"11934",-70.9093
"11935",-75.7909
"11936",-73.1191
"11937",-76.4377
"11938",-78.7757
"11939",-65.5472
"11940",-109.3683
"11941",-105.3355
"11942",-66.8856
"11943",-75.8161
"11944",-65.8124
"11945",-114.912
"11946",-80.8047
