"","lat"
"11064",47.6
"11065",48.2833
"11067",55.2833
"11068",47.5
"11071",45.1072
"11085",45.8735
"11106",48.144
"11115",46.8445
"11122",48.143963
"11127",46.844452
"11128",46.121404
"11135",45.873491
"11149",58.102996
"11160",54.783333
"11161",45.37365
"11162",48.739846
"11163",54.783
"11185",58.103
"11190",54.78333
"11192",58.129741
"11202",58.1
"11438",60.0167
"11450",52.5
"11451",45.69
"11452",64.1388
"11455",45.4308
"11501",47.6664
"11506",45.430841
"11565",51.482611
"11566",55.193441
"11603",46.4667
"11626",45.37728
"11631",58.4628
"11666",47.666418
"11976",49.6935
"11983",47.8444
"11989",45.0126
"11990",45.0146
"11999",47.844387
"12005",45.014624
"12007",45.012615
"12008",48.75
"12010",46.040245
"12011",49.219134
"12013",47.523662
"12019",48.739
"12042",46.28333
"12054",48.7333
"12125",49.0833
"12126",46.3328
"12139",45.2665
"12187",45.266486
"12213",46.63
"12214",46.6271
"12371",46.626
"12420",45.4243
"12424",46.6182
"12436",46.6251
"12438",46.6333
"12475",38.2975
"12479",46.375
"12486",45.9038
"12512",45.4078
"12547",45.4079
"12549",46.375039
"12556",45.903826
"12591",45.407938
"12592",45.407774
"12612",45.40328
"12701",45.446839
"12716",50.9719
"12748",45.8157
"12777",46.8711
"12779",46.5821
"12816",45.5925
"12818",45.3946
"12822",47.6588
"12823",46.6751
"12824",46.4671
"12826",46.3654
"12829",45.8206
"12831",46.5872
"12835",51.0544
"12837",45.71
"12839",50.971856
"12841",51.05439
"12853",46.871061
"12866",45.580134
"12867",45.394558
"12869",46.467082
"12883",45.815693
"12884",45.820619
"12909",46.365418
"12924",46.582051
"12937",47.658787
"12954",53.2342
"12955",45.430593
"12963",45.8167
"13044",45.430712
"13058",46.675112
"13073",46.75
"13079",46.4484
"13080",46.9006
"13081",70.5
"13104",45.8731
"13107",47.1225
"13112",47.1609
"13114",46.8122
"13115",46.7593
"13117",45.2634
"13123",46.756
"13124",46.8068
"13126",46.7289
"13139",48.9833
"13146",46.7563
"13155",47.122494
"13156",46.813268
"13157",46.806818
"13160",45.263398
"13164",47.160933
"13171",46.728889
"13177",46.759345
"13180",62.284178
"13183",45.873146
"13186",46.756041
"13193",46.812159
"13195",48.983333
"13215",46.756321
"13216",48.59
"13217",45.32992
"13219",45.474027
"13220",46.55398
"13221",45.320844
"13222",48.585906
"13226",48.9862
"13230",56.254
"13252",47.8996
"13257",45.5524
"13264",45.43333
"13268",60.0224
"13276",49.057867
"13277",46.224978
"13308",56.25
"13418",46.8667
"13442",62.2167
"13449",48.5833
"13457",49.0333
"13502",49.1167
"13791",39.2772
"13792",42.1148
"13793",67.8135
"13796",67.7549
"13798",67.8279
"13799",44.7116
"13800",44.3187
"13801",42.0698
"13809",45.4061
"13815",45.5522
"13821",46.76
"13831",45.384
"13835",45.4866
"13836",45.4926
"13843",45.8365
"13860",46.0694
"13875",45.3169
"13902",46.7193
"13905",45.384014
"13906",45.742012
"13907",45.492567
"13947",46.71925
"13956",45.316944
"13980",45.486564
"13995",45.406065
"13997",45.836456
"14010",46.069424
"14030",45.435
"14069",47.55
"14070",49.3246
"14071",26.4615
"14075",25.0768
"14078",49.8856
"14079",39.4648
"14080",43.5516
"14081",68.17
"14110",46.384
"14145",46.7494
"14146",46.9376
"14149",48.8053
"14150",46.3634
"14152",45.4752
"14168",46.383986
"14171",45.475213
"14190",48.805266
"14227",45.482
"14228",45.47
"14229",48.88
"14261",48.89
"14262",48.8928
"14264",45.533078
"14265",48.88333
"14266",47.75
"14269",45.949204
"14290",46.433333
"14300",47.15
"14322",45.779
"14345",51.35
"14346",50.4167
"14358",48.8833
"14382",50.45
"14466",51.0728
"14467",50.4046
"14471",45.495
"14472",46.1959
"14484",45.3826
"14485",45.3764
"14491",47.3109
"14514",47.6573
"14529",48.5706
"14532",45.3998
"14543",46.7351
"14552",47.2154
"14585",45.376441
"14600",47.657254
"14603",47.215381
"14614",48.570615
"14619",45.399813
"14624",45.382649
"14654",45.692982
"14680",45.366667
"14700",45.488248
"14715",47.6833
"14783",47.310875
"14800",47.6167
"14842",49.9897
"14843",49.9142
"14844",28.67
"14847",49.8533
"14849",39.8733
"14851",43.9943
"14852",33.4586
"14880",48.4666
"14892",48.4646
"14896",60.0234
"14909",48.1621
"14911",45.3288
"14969",48.464605
"14990",60.023415
"15009",45.328824
"15035",48.162118
"15038",45.883495
"15468",46.2601
"15480",47.2007
"15484",46.2483
"15487",48.1095
"15488",46.65
"15490",46.3704
"15491",46.6136
"15527",46.260125
"15561",48.109475
"15621",36.8529
"15622",47.6184
"15624",50.0038
"15629",45.0559
"15632",49.9098
"15643",48.05
"15648",49.2624
"15652",45.693
"15654",48.8475
"15664",46.7333
"15666",48.1203
"15686",49.8188
"15695",45.5703
"15705",45.570336
"15712",48.120274
"15729",47.397082
"15736",47.177205
"15745",49.818815
"15749",47.662449
"15757",49.2167
"15758",48.7167
"15762",48.1167
"15792",49.048461
"15819",47.2167
"15820",49.9014
"15821",47.369
"15833",46.6914
"15848",45.6667
"15855",46.9759
"15860",45.6572
"15864",46.691422
"15866",45.666742
"15889",46.975884
"15898",46.04787
"15899",46.6167
"15917",47.666667
"15919",45.491221
"15923",48.881683
"15926",54.8
"15930",49.8075
"15937",50.2541
"15940",45.4458
"15941",46.1118
"15949",45.7374
"15966",46.1435
"15971",47.4058
"15974",45.5536
"15976",47.2316
"15979",47.2484
"15984",46.111825
"15986",46.143549
"15988",47.231601
"15995",50.254142
"15996",45.445773
"16003",47.248436
"16023",45.737389
"16029",46.3918
"16034",45.7333
"16051",46.39
"16064",45.3333
"16065",37.3159
"16066",45.5569
"16067",45.6486
"16070",43.8971
"16080",45.9938
"16091",47.1229
"16094",46.7199
"16096",46.4122
"16100",46.7589
"16102",46.7834
"16103",49.0488
"16118",47.122899
"16125",46.735138
"16145",46.412214
"16149",45.99378
"16152",46.719864
"16158",47.661118
"16171",44.9197
"16179",42.5295
"16180",44.0098
"16182",68.3607
"16183",44.742
"16184",42.4771
"16186",50.4595
"16187",45.931
"16189",45.6704
"16225",45.5515
"16319",46.9083
"16323",45.3701
"16346",46.2671
"16350",46.6404
"16351",46.8554
"16355",46.7541
"16359",47.0673
"16363",47.6223
"16367",45.3075
"16373",45.9427
"16377",45.930979
"16380",45.551496
"16414",46.783424
"16417",47.067251
"16419",45.670359
"16436",46.363439
"16456",45.307531
"16526",45.665822
"16548",45.5012
"16549",46.7994
"16702",45.370123
"16717",45.942651
"16740",62.8333
"16741",63.7167
"16746",46.4219
"16750",46.4068
"16754",40.0581
"16758",63.7467
"16774",66.7484
"16776",43.4827
"16788",45.616
"16793",48.9591
"16827",45.2501
"16830",45.839
"16839",45.4309
"16845",45.5677
"16861",45.5254
"16882",49.9254
"16884",49.5394
"16886",49.5495
"16890",49.8379
"16894",48.2938
"16898",49.842
"16902",45.6658
"16912",45.52544
"16921",49.549519
"16928",48.959142
"16929",45.567668
"16931",48.293788
"16961",49.837879
"16968",45.615958
"16969",45.250091
"16976",49.925424
"16977",49.539436
"17012",45.430931
"17020",49.048835
"17065",48.9667
"17072",46.1667
"17128",47.66158
"17176",45.839031
"17184",47.7833
"17185",49.8167
"17196",47.8
"17199",37.6806
"17200",33.6891
"17202",41.0814
"17204",68.8289
"17216",45.8176
"17237",68.2224
"17239",46.256
"17277",42.9743
"17292",46.3242
"17293",45.8682
"17316",45.3664
"17335",46.741
"17340",46.7135
"17349",46.6952
"17352",46.5936
"17354",46.8712
"17355",48.92
"17358",45.9885
"17370",46.713546
"17371",45.868218
"17374",45.366389
"17387",46.324244
"17394",46.695242
"17414",46.741042
"17421",45.988456
"17427",45.441
"17429",45.384499
"17430",45.506144
"17434",45.467412
"17448",45.455
"17451",46.7167
"17468",45.951111
"17480",46.640423
"17481",46.59355
"17508",45.988464
"17514",53.2167
"17515",52.3833
"17523",45.64
"17526",66.1466
"17530",42.8473
"17533",50.424
"17535",38.4694
"17544",48.3358
"17550",46.6526
"17588",46.9711
"17590",46.7507
"17608",50.3035
"17610",47.0573
"17613",45.9328
"17614",50.3888
"17618",46.65264
"17635",45.932847
"17645",46.750738
"17662",50.388786
"17670",47.05732
"17681",48.495156
"17683",49.819379
"17762",45.333333
"17763",48.914947
"17777",46.971052
"17780",48.8667
"17798",48.335796
"17807",53.5167
"17808",53.3833
"17809",53.5333
"17810",53.5
"17812",53.4833
"17813",53.3333
"17814",48.87
"17823",45.0961
"17824",50.2851
"17825",40.8564
"17828",38.6715
"17833",32.1219
"17840",50.0941
"17843",43.002
"17844",46.815
"17878",48.7869
"17883",46.1288
"17896",47.1222
"17899",45.8876
"17914",45.4896
"17923",48.6906
"17930",55.2823
"17932",48.786938
"17935",46.128821
"17944",47.122229
"17966",45.489564
"17968",48.69063
"18009",45.426
"18010",48.71573
"18011",46.13847
"18012",47.93333
"18014",46.223686
"18018",47.81667
"18021",46.219838
"18022",45.161238
"18026",46.23333
"18031",47.235186
"18033",45.4671
"18077",45.421
"18081",54.796833
"18101",45.4934
"18322",45.887639
"18598",45.42
"18604",45.48
"18623",48.323175
"18625",45.4593
"18654",30.8774
"18655",30.8366
"18656",26.8201
"18658",25.4479
"18662",32.9691
"18663",25.5516
"18666",25.6623
"18668",25.7459
"18669",40.6252
"18670",35.5907
"18671",31.9355
"18672",33.1845
"18673",60.8836
"18674",25.8576
"18675",44.3306
"18678",29.1839
"18681",25.7794
"18684",28.1358
"18687",32.9245
"18689",29.1803
"18690",29.6516
"18691",30.5665
"18695",37.9485
"18698",28.4573
"18714",29.1386
"18715",34.2798
"18718",35.7223
"18733",44.9272
"18734",30.3027
"18735",27.6386
"18737",29.0803
"18738",32.5546
"18741",43.609
"18744",27.0035
"18747",42.7046
"18750",47.8484
"18751",45.6149
"18753",45.4677
"18754",46.2992
"18755",46.105
"18771",46.5471
"18802",50.2418
"18806",46.3775
"18807",45.2269
"18817",50.241814
"18839",46.377517
"18852",45.691035
"18853",48.9152
"19099",45.7667
"19258",43.7231
"19259",43.7413
"19260",50.5788
"19261",45.2604
"19262",48.5641
"19266",35.6654
"19267",50.6577
"19269",33.0024
"19278",48.7685
"19279",30.4365
"19280",29.3668
"19284",43.6455
"19285",44.505
"19289",45.8612
"19290",32.6381
"19293",50.9211
"19294",46.7763
"19297",50.7449
"19299",50.6872
"19310",63.9083
"19311",64
"19316",49.8812
"19320",45.7026
"19332",45.7533
"19334",45.7509
"19336",45.6072
"19337",45.6447
"19340",45.1355
"19380",46.1933
"19381",46.0557
"19393",46.1531
"19402",45.6786
"19412",45.1232
"19429",48.6517
"19433",46.1584
"19445",49.2222
"19455",48.4368
"19456",55.2746
"19457",45.8132
"19459",47.1117
"19460",48.4314
"19463",60.0371
"19499",45.630688
"19501",45.644726
"19502",45.750851
"19509",46.153149
"19512",55.27457
"19513",48.431371
"19514",60.037118
"19519",45.753285
"19531",46.158417
"19559",48.436807
"19560",45.813155
"19563",45.123164
"19566",46.255994
"19567",46.055672
"19572",45.678566
"19586",48.651707
"19588",47.11174
"19591",45.135455
"19607",46.193273
"19618",49.22221
"19646",45.31
"19656",48.447422
"19658",48.414195
"19659",46.287649
"19704",48.65
"19715",45.3082
"19724",48.613186
"19732",48.212886
"19739",48.492384
"19796",28.8032
"19797",32.6419
"19800",44.5376
"19804",44.4967
"19808",43.3126
"19809",48.3918
"19810",43.6086
"19813",44.5672
"19816",44.4856
"19817",50.993
"19822",41.9628
"19825",43.8893
"19826",44.3403
"19832",43.9203
"19837",25.2866
"19838",41.736
"19864",45.3839
"19875",46.1185
"19892",47.0678
"19894",46.2848
"19924",45.6529
"19932",46.2936
"19995",45.3298
"20014",48.9474
"20017",47.0831
