"","annee","nombre_especes","latitude","longitude"
"3001",2020,1,45.497386,-73.778732
"3002",2020,1,45.497662,-73.82727
"3003",2020,2,45.498101,-73.885793
"3004",2020,1,45.498792,-73.607337
"3005",2020,1,45.49905,-75.809421
"3006",2020,1,45.499152,-73.769254
"3007",2020,1,45.499272,-75.833139
"3008",2020,1,45.499375,-73.438972
"3009",2020,1,45.499614,-75.832778
"3010",2020,1,45.499758,-73.458481
"3011",2020,5,45.5,-73.7
"3012",2020,1,45.500235,-73.795303
"3013",2020,1,45.500263,-73.768751
"3014",2020,1,45.500939,-73.677695
"3015",2020,4,45.501689,-73.567256
"3016",2020,1,45.501862,-73.58819
"3017",2020,1,45.50193,-75.775308
"3018",2020,1,45.502,-73.587208
"3019",2020,1,45.502086,-75.584584
"3020",2020,1,45.502205,-73.591972
"3021",2020,2,45.50233,-73.567256
"3022",2020,1,45.502421,-73.763851
"3023",2020,1,45.502482,-73.627027
"3024",2020,1,45.502698,-75.790376
"3025",2020,1,45.5029,-75.810192
"3026",2020,1,45.502989,-75.776498
"3027",2020,1,45.502997,-73.5261
"3028",2020,1,45.503183,-73.587309
"3029",2020,1,45.503983,-73.577797
"3030",2020,1,45.504106,-73.705471
"3031",2020,1,45.504161,-73.578746
"3032",2020,1,45.504272,-73.579078
"3033",2020,1,45.504387,-73.577522
"3034",2020,1,45.504413,-73.579103
"3035",2020,1,45.504433,-73.579141
"3036",2020,1,45.504579,-73.578062
"3037",2020,1,45.504682,-75.786497
"3038",2020,1,45.504785,-73.577151
"3039",2020,1,45.504813,-73.583926
"3040",2020,1,45.504916,-74.05599
"3041",2020,1,45.504987,-73.606549
"3042",2020,1,45.505166,-73.581216
"3043",2020,1,45.505283,-75.812538
"3044",2020,1,45.505386,-73.61333
"3045",2020,1,45.505417,-73.584442
"3046",2020,1,45.505779,-73.600908
"3047",2020,2,45.505859,-73.594482
"3048",2020,1,45.506013,-75.86044
"3049",2020,1,45.506193,-73.588745
"3050",2020,1,45.506256,-73.763215
"3051",2020,1,45.506295,-73.700753
"3052",2020,1,45.506578,-73.973405
"3053",2020,1,45.506783,-73.601515
"3054",2020,2,45.506798,-73.733371
"3055",2020,1,45.506882,-75.516879
"3056",2020,1,45.507081,-73.611295
"3057",2020,1,45.507102,-73.587407
"3058",2020,1,45.507445,-73.593866
"3059",2020,1,45.507467,-73.590805
"3060",2020,1,45.507692,-73.609055
"3061",2020,1,45.507778,-73.608055
"3062",2020,3,45.507959,-73.607515
"3063",2020,1,45.508091,-73.460644
"3064",2020,1,45.508096,-73.602828
"3065",2020,1,45.508131,-75.854765
"3066",2020,1,45.50815,-73.46093
"3067",2020,1,45.508157,-73.460506
"3068",2020,1,45.508188,-73.460853
"3069",2020,1,45.508197,-73.460892
"3070",2020,1,45.508203,-73.460892
"3071",2020,1,45.508205,-73.460853
"3072",2020,1,45.50822,-73.460892
"3073",2020,2,45.508228,-73.46087
"3074",2020,1,45.508238,-73.460953
"3075",2020,1,45.508239,-73.460905
"3076",2020,2,45.508245,-73.460945
"3077",2020,2,45.508263,-73.460875
"3078",2020,2,45.508267,-73.461097
"3079",2020,1,45.50827,-73.460967
"3080",2020,1,45.508271,-73.604715
"3081",2020,1,45.508272,-73.460836
"3082",2020,1,45.508275,-73.460945
"3083",2020,1,45.508281,-73.460835
"3084",2020,1,45.508286,-73.46084
"3085",2020,1,45.508289,-73.460837
"3086",2020,1,45.508295,-73.46087
"3087",2020,1,45.508317,-73.460808
"3088",2020,1,45.50833,-73.460975
"3089",2020,1,45.508334,-73.460815
"3090",2020,2,45.508344,-73.450603
"3091",2020,1,45.508358,-73.44815
"3092",2020,1,45.508412,-73.460967
"3093",2020,1,45.508484,-73.460665
"3094",2020,1,45.508566,-73.447959
"3095",2020,1,45.508786,-73.50517
"3096",2020,1,45.508877,-73.447716
"3097",2020,1,45.508949,-73.594514
"3098",2020,1,45.509016,-73.422163
"3099",2020,1,45.5092,-73.322517
"3100",2020,1,45.509263,-71.78485
"3101",2020,1,45.50932,-73.598196
"3102",2020,1,45.509414,-73.588864
"3103",2020,1,45.509966,-75.816032
"3104",2020,1,45.510016,-73.60033
"3105",2020,1,45.510187,-73.60015
"3106",2020,1,45.510718,-73.60579
"3107",2020,1,45.51075,-73.592195
"3108",2020,1,45.510762,-73.592187
"3109",2020,5,45.51102,-73.72796
"3110",2020,1,45.511112,-73.61752
"3111",2020,1,45.511213,-73.588713
"3112",2020,1,45.511593,-73.775596
"3113",2020,2,45.511778,-73.720667
"3114",2020,1,45.512027,-75.867188
"3115",2020,1,45.512108,-73.5942
"3116",2020,1,45.512203,-73.590788
"3117",2020,1,45.51252,-73.581445
"3118",2020,1,45.513188,-73.484052
